cliente,idade,sexo,estado_civil,grau_escolaridade,dependentes,trabalha,salario_ano,casa_propria,valor_imovel,seguro_residencia,carro,seguro_auto,cartao,seguro_cartao,poupanca,renda_fixa,credito_pessoal,scode_credito,grupo
779058108,49,0,3,2,3,1,93680.0,0,0,0,0,0,1,1,1,2,3,228.0,1
779065458,56,0,2,3,1,1,202860.0,0,0,0,0,0,1,0,3,3,2,469.0,2
779067408,46,0,2,4,1,1,116380.0,1,1428000,0,1,0,1,0,3,2,1,731.0,2
779070033,63,1,1,1,0,1,24370.0,0,0,0,1,0,1,0,0,3,1,488.7,0
779072733,36,1,2,1,2,1,21520.0,0,0,0,1,1,1,1,0,3,3,358.0,3
779078733,55,0,2,5,2,1,100480.0,1,158000,0,2,0,1,0,0,1,0,527.0,2
779082633,30,0,1,4,0,1,102260.0,0,0,0,0,0,1,0,0,1,0,545.4,2
779084208,43,1,3,3,3,1,18450.0,0,0,0,1,1,1,0,2,0,1,259.0,0
779090883,42,1,0,1,2,1,20240.0,0,0,0,1,1,1,1,1,1,3,367.0,3
779098308,51,1,2,1,2,0,0.0,1,759000,1,1,1,1,0,2,2,2,535.2,4
779100408,33,1,2,1,1,1,17550.0,0,0,0,1,1,1,1,2,1,0,245.0,3
779104608,34,1,0,3,3,0,0.0,0,0,0,0,0,1,0,3,3,2,233.0,0
779114283,40,1,1,3,2,1,21320.0,0,0,0,0,0,1,1,3,0,2,277.2,1
779116158,49,1,2,1,1,1,22760.0,0,0,0,1,1,1,0,2,1,3,449.0,0
779118708,50,1,1,1,0,1,23260.0,0,0,0,1,0,1,0,0,3,1,415.8,0
779122908,55,1,1,2,0,1,73130.0,0,0,0,0,0,1,0,2,2,3,391.5,0
779126658,26,1,1,2,0,1,55590.0,0,0,0,0,0,1,1,3,2,2,222.3,1
779130108,33,1,1,4,0,1,59340.0,0,0,0,0,0,1,0,1,3,3,286.2,0
779134458,33,1,1,1,0,1,25440.0,1,813000,1,0,0,1,0,2,1,2,342.9,4
779135808,56,1,1,5,0,1,73550.0,0,0,0,0,0,1,0,0,0,0,430.2,0
779138883,50,0,2,2,1,1,96440.0,0,0,0,0,0,1,0,3,2,1,425.0,2
779140533,49,0,2,5,2,1,221180.0,1,1520000,1,2,0,1,1,2,1,1,979.65,4
779141658,48,0,2,2,4,1,132340.0,1,499000,1,1,0,1,1,0,3,3,521.0,4
779149683,30,1,3,2,0,0,0.0,0,0,0,0,0,1,0,1,3,0,230.4,0
779155158,53,0,2,2,3,1,191110.0,0,0,0,1,0,1,1,3,1,1,301.0,1
779158533,43,1,1,4,0,1,22440.0,1,477000,0,1,1,1,0,2,1,3,411.3,3
779164608,45,1,2,2,3,1,22020.0,0,0,0,1,1,1,1,1,0,1,465.0,3
779166783,41,1,1,1,1,1,65410.0,0,0,0,0,0,1,1,1,1,3,343.8,1
779170008,51,1,1,3,0,1,71250.0,0,0,0,0,0,1,0,3,1,0,372.6,0
779174133,56,0,2,4,3,1,196870.0,0,0,0,0,0,1,0,1,1,2,383.16,2
779183958,45,1,1,2,0,1,19100.0,1,247000,1,1,0,1,0,0,0,2,358.2,4
779187783,50,0,1,4,0,1,141180.0,1,844000,0,1,1,1,1,2,1,0,642.6,3
779192283,51,1,2,1,2,1,22790.0,1,416000,0,0,0,1,1,1,3,3,452.0,3
779198133,45,1,3,3,3,1,20990.0,1,353000,0,1,1,1,1,3,3,2,489.0,3
779209083,56,0,2,1,3,1,67220.0,0,0,0,0,0,1,1,3,3,1,391.0,1
779210283,36,0,2,4,3,1,62620.0,0,0,0,0,0,1,1,3,1,2,431.0,1
779216358,48,0,2,1,2,1,123060.0,1,227000,0,1,0,1,0,2,0,2,294.0,2
779217333,59,1,3,2,0,1,23800.0,0,0,0,1,0,1,1,3,0,3,540.0,1
779218233,47,1,1,1,2,1,22250.0,1,412000,0,1,1,1,0,2,2,3,514.8,3
779219208,38,1,1,3,0,1,21610.0,0,0,0,0,0,1,0,2,1,2,367.2,0
779223858,37,0,2,2,2,1,89090.0,0,0,0,0,0,1,1,3,0,3,375.0,1
779224758,47,1,1,1,0,1,21710.0,0,0,0,1,0,1,1,1,3,2,468.9,1
779236083,37,1,2,3,3,1,17810.0,0,0,0,0,0,1,1,3,2,3,263.0,1
779241783,67,0,2,4,1,1,72400.0,0,0,0,1,1,1,1,0,0,1,444.0,1
779247483,46,1,0,4,1,0,0.0,0,0,0,0,0,1,1,1,0,2,327.2,3
779249583,56,1,2,2,1,1,18780.0,0,0,0,1,0,1,1,1,3,0,375.0,1
779252283,47,1,2,3,4,1,23830.0,0,0,0,1,0,1,1,3,1,2,454.0,1
779257233,47,0,1,4,0,1,199860.0,1,743000,0,1,1,1,1,2,0,3,669.294,3
779261433,54,1,1,2,0,1,21980.0,0,0,0,0,0,1,1,2,3,2,322.2,1
779263533,34,1,0,2,2,0,0.0,1,756000,0,1,0,2,0,1,3,3,468.8,0
779269158,43,1,2,2,2,0,0.0,0,0,0,0,0,1,0,2,3,2,354.4,0
779270883,48,0,2,3,4,1,100220.0,0,0,0,1,1,1,1,1,3,0,583.0,1
779279883,60,1,2,3,2,1,19740.0,1,163000,0,1,1,1,1,0,3,2,404.0,3
779281233,45,1,1,2,0,0,0.0,0,0,0,1,0,1,0,1,3,2,346.32,0
779284833,55,0,1,5,0,1,103740.0,0,0,0,1,1,1,0,1,3,0,524.7,2
779289033,46,1,1,4,0,0,0.0,0,0,0,0,0,1,0,0,2,2,361.44,0
779293308,51,0,2,2,4,1,111110.0,1,831000,0,1,0,2,0,2,1,3,773.0,2
779296908,46,1,1,2,0,1,23420.0,0,0,0,1,1,1,1,0,3,3,414.9,3
779299233,52,1,1,2,0,1,21970.0,0,0,0,0,0,2,0,1,1,1,447.3,0
779302233,40,1,1,2,1,1,18320.0,0,0,0,0,0,1,0,1,2,2,263.7,0
779305008,41,1,1,3,1,1,22260.0,0,0,0,0,0,1,0,3,1,2,354.6,0
779307558,53,1,0,1,1,1,73740.0,0,0,0,1,0,1,1,0,0,1,546.0,1
779310033,42,1,2,1,4,1,17570.0,1,179000,1,1,1,1,1,2,2,2,291.0,4
779315508,43,0,1,5,1,1,66020.0,1,464000,1,0,0,1,0,0,1,0,342.0,4
779320008,43,0,2,1,3,1,121340.0,1,218000,1,1,1,1,1,3,3,3,325.0,4
779320983,46,0,1,4,1,1,124190.0,0,0,0,1,1,1,1,3,2,0,419.4,1
779324358,49,1,1,4,0,1,22060.0,0,0,0,0,0,1,1,2,0,3,359.1,1
779327733,43,0,3,2,1,1,95500.0,0,0,0,1,0,1,0,2,2,2,457.0,2
779330208,62,1,2,1,1,1,20300.0,1,181000,1,1,0,1,1,3,3,3,404.0,4
779331558,45,1,1,1,0,1,19290.0,0,0,0,1,0,1,1,3,2,0,354.6,1
779333883,51,1,2,4,3,1,29450.0,1,808000,1,1,1,1,0,2,3,0,578.0,4
779338683,62,0,2,2,1,1,105120.0,0,0,0,1,0,1,0,1,1,0,482.0,2
779340183,53,1,1,1,0,1,23270.0,0,0,0,0,0,1,1,3,1,2,432.0,1
779342958,26,1,2,1,0,1,58280.0,1,363000,0,1,1,1,0,2,1,2,395.0,3
779348358,52,1,1,4,0,1,20980.0,0,0,0,1,1,1,0,1,1,0,405.9,0
779349783,46,0,2,5,3,1,114850.0,1,1312000,1,1,1,1,0,2,1,1,758.0,4
779351208,49,0,1,1,0,1,95270.0,0,0,0,0,0,1,0,3,3,1,329.4,2
779353083,47,0,2,2,2,1,94650.0,0,0,0,1,1,2,0,2,0,1,499.0,2
779360808,49,1,2,2,3,1,23910.0,1,494000,1,1,1,1,0,3,2,0,530.0,4
779363283,48,0,1,5,0,1,100290.0,0,0,0,1,0,1,0,1,1,0,526.5,2
779367858,39,0,2,3,4,1,91420.0,0,0,0,1,0,1,1,0,3,2,437.0,1
779380908,51,0,2,4,1,1,130500.0,0,0,0,0,0,1,1,2,2,0,577.0,1
779397183,42,1,1,2,0,1,20990.0,1,407000,1,0,0,1,0,3,3,0,298.8,4
779400183,42,0,1,2,0,1,92200.0,0,0,0,1,1,1,1,2,0,2,391.5,1
779401233,47,1,1,4,1,1,70130.0,1,522000,0,0,0,1,1,3,0,1,343.8,3
779403558,56,1,2,1,0,1,24260.0,0,0,0,0,0,1,0,0,0,0,433.0,0
779404383,47,1,3,4,5,0,0.0,0,0,0,1,1,1,0,3,1,3,438.4,0
779405133,40,1,1,1,0,1,21420.0,0,0,0,1,0,1,1,2,2,2,425.7,1
779412783,55,1,1,3,0,1,23700.0,0,0,0,1,0,1,1,2,1,2,482.4,1
779420583,45,1,1,2,1,1,22480.0,1,466000,0,0,0,1,1,2,2,2,365.4,3
779422458,31,1,3,2,1,1,80300.0,1,1634000,1,1,1,1,0,1,2,1,667.0,4
779425608,50,1,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,313.2,0
779435883,37,0,0,3,3,1,125580.0,1,790000,0,1,1,1,1,1,0,3,428.0,3
779438208,38,1,1,2,0,1,21380.0,0,0,0,1,0,1,0,0,3,2,396.9,0
779442783,39,1,1,2,0,1,21190.0,1,445000,0,0,0,1,1,3,1,1,345.6,3
779445108,26,0,1,2,0,1,55020.0,0,0,0,0,0,1,1,2,2,1,206.1,1
779447358,50,1,2,2,2,1,23420.0,1,449000,0,0,0,1,0,0,3,1,566.0,0
779449308,46,1,1,3,1,1,20580.0,0,0,0,1,0,1,0,3,2,0,425.7,0
779450958,43,1,2,2,4,1,22520.0,0,0,0,1,0,1,0,3,1,1,477.0,0
779456508,52,0,3,2,2,1,107540.0,1,748000,0,0,0,1,0,1,1,0,485.0,2
779458383,50,1,2,3,3,1,22770.0,0,0,0,1,1,1,0,2,0,1,445.0,0
779462433,55,1,2,1,2,1,20070.0,1,222000,0,1,1,1,1,0,3,0,391.0,3
779465358,26,1,1,3,0,0,0.0,0,0,0,1,1,1,1,0,3,3,202.32,3
779468808,43,0,2,3,1,1,67320.0,0,0,0,1,1,1,0,3,3,1,470.0,2
779471883,54,1,2,2,1,1,17340.0,1,221000,0,1,1,1,0,0,1,2,310.0,3
779473308,32,0,1,4,0,1,85200.0,0,0,0,1,1,1,0,2,3,2,342.0,2
779474958,35,1,1,1,0,1,17070.0,0,0,0,0,0,1,1,2,3,2,205.2,1
779480658,58,1,2,2,4,0,0.0,1,175000,1,0,0,1,1,0,3,1,409.6,4
779484408,37,0,2,1,1,1,89220.0,0,0,0,0,0,1,1,3,2,2,358.0,1
779486433,46,1,1,1,2,1,21970.0,0,0,0,0,0,1,0,1,0,0,383.4,0
779491908,47,1,0,5,4,1,100210.0,0,0,0,1,1,1,0,1,1,2,398.0,0
779498058,39,0,2,2,2,1,117520.0,0,0,0,1,0,1,0,2,2,2,310.0,2
779499933,46,0,0,4,5,1,130510.0,0,0,0,0,0,1,0,2,0,3,604.0,2
779502333,50,0,1,2,1,1,191440.0,0,0,0,1,0,2,0,3,2,0,505.8,2
779504058,46,1,2,1,2,1,17060.0,0,0,0,0,0,1,1,3,1,1,218.0,1
779506158,39,1,2,1,1,1,18180.0,1,252000,1,0,0,1,0,3,3,2,244.0,4
779508333,63,0,0,3,0,1,110050.0,0,0,0,1,0,1,0,2,3,1,603.0,2
779509983,53,0,1,5,0,1,192920.0,0,0,0,0,0,1,0,2,0,1,418.635,2
779514558,41,1,2,3,2,1,36080.0,1,1373000,0,0,0,1,1,0,2,2,570.0,3
779519058,51,1,3,5,3,1,100080.0,1,193000,1,0,0,4,0,1,2,1,492.0,4
779521533,53,0,2,3,2,1,193870.0,0,0,0,1,0,1,0,2,2,0,388.0,2
779523258,34,0,2,2,2,1,61830.0,0,0,0,1,1,1,0,2,1,1,344.0,2
779524833,51,0,1,1,0,1,131620.0,0,0,0,1,1,1,0,0,1,2,421.2,2
779528658,42,0,0,1,4,1,91280.0,0,0,0,1,1,1,0,3,3,3,346.0,2
779530908,48,1,3,1,3,1,18630.0,0,0,0,0,0,1,1,1,1,2,375.0,1
779533983,47,0,3,1,2,1,129700.0,1,441000,1,0,0,1,0,3,1,0,452.0,4
779536233,47,1,3,2,4,1,69460.0,1,467000,0,0,0,1,1,0,0,1,370.0,3
779542608,47,0,1,4,1,1,126300.0,0,0,0,1,1,1,1,3,2,1,511.2,1
779544708,50,0,2,5,2,1,201380.0,0,0,0,2,0,3,0,0,0,0,832.65,2
779548008,50,0,1,2,0,1,140500.0,1,775000,1,0,0,2,0,0,0,2,675.0,4
779551533,54,1,1,1,0,1,24560.0,0,0,0,1,1,1,0,0,3,1,524.7,0
779557533,54,0,1,5,0,1,131160.0,0,0,0,1,0,1,0,0,2,2,441.9,2
779558733,50,1,2,1,4,0,0.0,0,0,0,0,0,2,0,1,0,1,382.4,0
779562633,45,0,2,4,2,1,61660.0,1,289000,0,1,1,1,0,2,2,3,274.0,2
779571708,43,0,2,2,5,1,101900.0,1,799000,1,1,1,1,1,0,0,2,480.0,4
779577108,49,1,1,5,0,1,69610.0,0,0,0,1,0,1,1,1,3,1,397.8,1
779597133,55,0,1,2,0,1,137310.0,0,0,0,1,1,1,1,0,1,2,506.7,1
779598183,53,0,1,1,0,1,101570.0,0,0,0,0,0,1,1,0,3,0,466.2,1
779601783,42,1,2,1,5,1,21670.0,1,436000,0,0,0,1,1,0,3,2,414.0,3
779608083,55,0,1,1,0,1,22100.0,1,368000,1,0,0,1,0,3,0,3,421.2,4
779610033,58,0,2,1,1,1,133600.0,1,242000,0,1,0,1,1,0,0,2,450.0,1
779611008,29,0,2,2,0,1,55990.0,0,0,0,0,0,1,0,3,2,3,362.0,2
779612808,61,0,2,2,1,1,69270.0,0,0,0,0,0,1,1,2,2,2,427.0,1
779613933,38,1,2,4,4,1,22160.0,1,505000,0,1,0,1,1,0,2,2,462.0,3
779618433,48,0,1,4,1,1,69140.0,0,0,0,1,1,1,0,1,3,0,514.8,2
779625858,37,1,1,1,0,1,21800.0,0,0,0,0,0,1,1,2,3,3,379.8,1
779635533,38,1,1,2,0,0,0.0,0,0,0,0,0,1,1,1,2,2,249.12,3
779638983,47,1,2,2,4,1,22990.0,1,459000,0,1,1,1,0,1,0,2,507.0,3
779642733,42,1,2,1,5,1,22200.0,1,482000,0,0,0,1,1,0,0,1,341.0,3
779643858,55,1,2,2,1,1,23670.0,0,0,0,2,0,1,1,1,0,3,617.0,1
779645658,49,0,1,2,0,1,98230.0,0,0,0,0,0,1,1,3,2,0,364.5,1
779647608,39,0,1,3,0,1,181540.0,0,0,0,0,0,1,1,1,2,2,515.7,1
779651058,59,1,1,1,0,1,75730.0,0,0,0,0,0,1,0,0,2,1,423.0,0
779653458,37,0,2,2,3,1,116950.0,1,232000,0,1,1,1,0,3,1,3,369.0,2
779655183,48,0,1,1,1,1,129160.0,0,0,0,0,0,1,1,1,2,0,382.5,1
779656908,40,0,2,2,1,1,59850.0,0,0,0,1,0,1,1,3,3,3,307.0,1
779658408,48,0,1,2,0,1,68270.0,0,0,0,1,0,1,0,0,2,3,425.7,2
779661033,49,0,2,3,4,1,100070.0,0,0,0,1,0,2,0,3,3,2,576.0,2
779662308,49,1,2,1,2,1,21820.0,1,381000,0,0,0,1,1,2,2,0,397.0,3
779667408,58,0,1,5,0,1,138590.0,0,0,0,0,0,1,1,2,3,1,413.1,1
779670783,40,0,1,1,0,1,123330.0,0,0,0,0,0,1,1,3,1,0,400.5,1
779681433,48,1,2,2,3,1,65400.00000000001,0,0,0,0,0,1,0,0,3,2,434.0,0
779683683,47,0,1,3,0,1,64230.00000000001,0,0,0,1,0,1,0,2,0,3,319.5,2
779685558,53,0,1,2,2,1,223890.0,1,1529000,1,1,0,3,0,1,2,0,816.3,4
779686683,26,1,1,1,0,1,15890.0,0,0,0,1,1,1,1,0,1,2,229.5,3
779689233,50,0,1,2,0,1,66400.0,0,0,0,0,0,1,0,0,1,1,317.7,2
779692608,36,0,2,4,1,1,110030.0,0,0,0,0,0,1,0,2,2,1,773.0,2
779694183,51,0,2,1,3,1,132460.0,0,0,0,0,0,1,0,0,3,0,464.0,2
779696883,48,0,3,2,2,1,94590.0,0,0,0,0,0,1,1,2,1,2,337.0,1
779701983,49,1,1,2,0,1,71120.0,1,464000,0,1,1,1,0,0,3,3,482.4,3
779703258,41,1,1,2,1,1,22310.0,0,0,0,1,1,1,0,3,0,3,368.1,0
779707308,35,1,2,2,1,1,17280.0,0,0,0,0,0,1,0,3,2,2,264.0,0
779709033,46,0,2,1,4,1,97740.0,0,0,0,1,1,1,0,3,1,3,475.0,2
779713608,52,0,2,3,2,1,189930.0,0,0,0,0,0,1,0,2,0,0,272.0,2
779715108,46,0,3,1,2,1,126630.0,1,292000,1,1,1,1,0,2,1,2,460.0,4
779722308,45,1,2,3,3,1,62680.0,0,0,0,1,1,1,0,2,1,0,325.0,0
779725833,42,0,1,2,0,1,96500.0,0,0,0,1,1,1,0,2,3,3,463.5,2
779727558,49,1,1,1,1,1,22360.0,0,0,0,0,0,1,1,3,3,1,396.9,1
779737233,51,0,2,2,1,1,101600.0,1,397000,0,1,0,1,0,3,3,2,518.0,2
779739783,43,0,2,2,2,1,95960.0,0,0,0,1,1,1,1,2,2,0,557.0,1
779741883,47,1,1,1,0,1,22150.0,0,0,0,0,0,1,1,0,1,2,347.4,1
779743908,44,0,3,1,4,1,90750.0,0,0,0,1,0,1,1,3,1,3,298.0,1
779749908,48,0,2,1,4,1,95570.0,1,285000,1,1,0,3,0,3,1,1,526.0,4
779751258,45,1,2,2,2,1,28510.0,1,842000,1,0,0,1,1,1,0,0,464.0,4
779754408,44,0,1,2,0,1,66290.0,0,0,0,0,0,1,1,3,1,3,379.8,1
779759058,52,0,1,2,0,1,191850.0,0,0,0,1,1,1,0,1,0,3,368.1,2
779765058,43,0,1,1,0,1,64840.0,0,0,0,0,0,1,1,0,0,0,347.4,1
779770683,47,1,3,4,3,1,71170.0,1,505000,1,1,0,1,0,1,1,0,537.0,4
779773533,50,1,2,1,3,1,17910.0,0,0,0,0,0,1,1,2,3,1,299.0,1
779779083,38,1,1,3,0,1,71330.0,1,787000,1,0,0,3,0,0,3,0,585.9,4
779783508,45,0,2,2,2,1,64260.00000000001,0,0,0,0,0,1,0,1,2,0,412.0,2
779791008,43,0,2,3,3,1,120640.0,0,0,0,1,0,1,0,1,0,0,342.0,2
779791908,47,1,1,5,1,1,70820.0,0,0,0,1,1,1,1,3,2,2,503.1,3
779803008,41,1,1,3,0,1,21380.0,1,1385000,1,0,0,1,1,0,1,1,730.8,4
779804208,53,1,1,2,0,1,66520.0,0,0,0,0,0,1,1,0,1,1,302.4,1
779805408,42,0,2,2,3,1,72360.0,1,822000,1,0,0,2,0,0,0,2,568.0,4
779808333,48,1,1,2,0,1,41080.0,1,1553000,1,0,0,1,1,2,1,1,658.8,4
779809908,44,1,1,3,0,1,35340.0,1,1274000,0,0,0,1,1,3,2,1,581.4,3
779811183,35,1,2,4,3,1,16300.0,0,0,0,0,0,1,0,2,3,3,219.0,0
779833908,40,1,3,2,2,0,0.0,0,0,0,1,1,1,0,1,1,0,356.0,0
779837808,53,1,2,3,2,1,74660.0,1,501000,1,2,0,1,1,1,2,2,628.0,4
779839758,47,1,1,5,0,1,101120.0,0,0,0,0,0,1,1,0,3,0,433.8,1
779841483,55,1,2,5,1,1,103160.0,1,224000,0,1,1,1,0,3,3,0,484.0,3
779844408,43,1,2,1,1,1,18310.0,0,0,0,1,1,1,0,1,3,3,345.0,0
779848383,37,1,1,2,0,1,17680.0,0,0,0,0,0,1,1,0,2,0,247.5,1
779852133,48,0,2,5,2,1,194550.0,1,309000,1,0,0,2,0,1,1,1,679.35,4
779856483,38,0,1,5,0,1,119010.0,0,0,0,0,0,1,1,0,1,1,344.7,1
779858058,34,1,0,2,2,1,20510.0,0,0,0,0,0,1,1,1,3,3,325.0,1
779859558,54,1,2,3,3,1,20190.0,1,240000,0,0,0,1,1,3,1,1,366.0,3
779862408,49,0,1,5,0,1,123450.0,0,0,0,0,0,1,0,3,2,3,217.8,2
779863533,37,0,2,2,1,1,114440.0,0,0,0,1,1,1,0,3,2,1,227.0,2
779866458,40,1,2,4,5,1,19860.0,0,0,0,0,0,1,1,0,0,0,290.0,1
779870883,45,1,1,3,1,1,66930.0,0,0,0,0,0,1,1,1,3,2,343.8,1
779873508,51,1,2,3,0,1,21990.0,0,0,0,0,0,1,0,3,1,1,492.0,0
779877858,53,1,0,1,2,1,23680.0,1,443000,0,1,0,1,0,3,1,2,518.0,0
779882508,53,1,1,1,0,1,71020.0,0,0,0,1,1,1,0,1,0,2,495.0,0
779883933,40,1,2,2,4,1,17110.0,1,160000,0,1,1,1,1,3,1,3,331.0,3
779885358,51,0,2,1,0,1,200190.0,0,0,0,0,0,2,0,0,3,1,641.0,2
779888658,56,0,2,4,1,1,131800.0,0,0,0,0,0,1,1,3,3,1,376.0,1
779890833,51,1,3,3,2,1,23740.0,1,487000,0,0,0,1,1,1,0,1,367.0,3
779895108,39,0,1,1,0,1,116180.0,0,0,0,0,0,1,0,0,3,0,228.6,2
779900808,32,0,1,1,0,1,105510.0,1,1495000,0,1,1,1,0,3,3,0,665.1,2
779905008,54,1,0,2,4,1,69260.0,1,266000,1,1,0,1,0,0,1,1,336.0,4
779906658,40,0,1,5,1,1,92260.0,0,0,0,0,0,1,0,3,1,3,436.5,2
779912283,49,1,1,2,0,1,64790.00000000001,0,0,0,1,1,1,1,2,2,3,354.6,3
779914383,34,0,2,4,1,1,106960.0,1,1472000,1,1,0,1,1,2,0,2,683.0,4
779916408,39,1,1,2,1,0,0.0,1,493000,0,1,1,1,0,2,3,2,303.12,3
779920533,54,1,2,3,1,1,42600.0,1,1520000,1,1,0,1,1,1,1,0,762.0,4
779922183,52,1,2,3,1,1,23960.0,1,476000,1,1,0,1,1,1,3,2,473.0,4
779925033,38,1,2,2,4,1,62670.0,0,0,0,0,0,1,1,0,3,2,401.0,1
779926608,50,1,2,3,2,1,23500.0,0,0,0,1,0,1,0,0,0,0,449.0,0
779931783,52,0,1,3,0,1,196630.0,0,0,0,1,1,1,0,1,1,2,585.0,2
779942808,42,1,1,2,0,1,21700.0,0,0,0,0,0,1,1,3,2,2,342.9,1
779945508,50,1,2,2,1,1,22100.0,0,0,0,1,1,1,1,0,3,1,459.0,3
779947908,56,0,3,2,2,1,204020.0,1,433000,1,1,0,1,0,1,2,1,519.0,4
779951058,54,1,2,3,3,0,0.0,0,0,0,0,0,1,0,3,1,2,317.6,0
779954658,56,0,1,3,1,1,141240.0,0,0,0,1,0,1,1,0,0,1,687.6,1
779956608,41,1,2,5,2,1,91850.0,0,0,0,0,0,1,1,3,3,3,375.0,1
779961408,58,1,1,4,0,1,25240.0,0,0,0,1,0,1,0,3,2,3,542.7,0
779974758,51,0,1,1,0,1,194730.0,0,0,0,1,1,1,1,1,2,3,467.1,1
779978283,45,1,2,3,3,0,0.0,0,0,0,1,0,1,1,0,2,3,358.4,3
779980758,58,0,3,3,2,1,107150.0,0,0,0,1,0,1,0,3,3,0,475.0,2
779993208,38,1,2,4,2,1,16710.0,1,298000,0,1,0,1,0,1,0,0,347.0,0
779995833,49,0,2,3,0,1,99670.0,0,0,0,0,0,1,0,1,1,3,525.0,2
779998083,33,0,2,3,3,1,60960.0,1,407000,0,1,0,1,0,3,2,2,400.0,2
780000258,48,0,1,4,0,1,195120.0,0,0,0,0,0,1,0,3,1,0,617.382,2
780006783,59,0,1,4,0,1,71860.0,0,0,0,0,0,2,0,3,1,2,484.2,2
780008358,59,0,0,4,0,1,106360.0,1,260000,1,2,0,1,0,1,0,3,686.0,4
780019908,53,1,1,2,0,1,24030.0,0,0,0,1,1,1,0,1,3,2,506.7,0
780025908,40,1,2,1,2,1,16650.0,0,0,0,1,1,2,0,0,2,0,325.0,0
780032208,44,0,2,2,3,1,93970.0,0,0,0,1,1,1,1,2,1,2,488.0,1
780034083,48,1,2,3,3,1,70650.0,1,460000,1,1,0,1,1,2,2,1,493.0,4
780036483,38,0,1,2,0,1,20130.0,0,0,0,1,0,1,1,0,2,2,471.6,1
780038058,38,1,1,3,0,1,17800.0,0,0,0,0,0,1,1,3,0,2,294.3,1
780040758,40,1,2,1,4,1,61990.0,0,0,0,1,0,1,0,0,0,1,336.0,0
780042633,37,1,2,4,2,1,129520.0,1,743000,1,1,0,2,0,3,3,1,601.0,4
780045708,42,1,1,2,0,1,66940.0,0,0,0,0,0,2,0,1,0,0,441.9,0
780052008,37,0,1,1,0,1,120490.0,0,0,0,0,0,1,1,1,0,0,485.1,1
780054258,40,0,0,2,5,1,59700.0,0,0,0,1,1,1,1,3,0,2,308.0,1
780055308,43,1,1,1,0,1,21750.0,0,0,0,0,0,1,1,1,2,0,297.9,1
780056733,36,0,1,2,0,1,89520.0,0,0,0,1,1,1,0,3,0,2,510.3,2
780064983,44,0,2,2,1,1,134910.0,1,767000,1,0,0,3,0,1,0,1,687.0,4
780067158,51,1,1,4,0,1,19010.0,1,191000,1,1,1,1,0,0,1,2,367.2,4
780068283,53,0,1,2,0,1,198080.0,0,0,0,1,1,1,1,3,0,1,455.4,1
780070833,58,1,2,1,2,1,19370.0,0,0,0,1,1,1,1,1,1,3,346.0,3
780073158,59,0,1,3,0,1,23950.0,1,446000,0,0,0,1,1,0,1,0,419.4,1
780074733,42,1,2,1,1,1,22000.0,0,0,0,1,1,1,0,3,1,1,461.0,0
780076833,44,0,0,1,1,1,125700.0,0,0,0,0,0,1,0,0,3,0,381.0,2
780078333,56,0,2,1,2,1,98710.0,1,269000,1,1,0,1,1,1,1,0,340.0,4
780079833,43,0,3,2,3,1,115280.0,1,1473000,0,0,0,1,0,1,1,1,788.0,2
780086658,43,0,0,5,4,1,92580.0,1,206000,0,0,0,1,0,2,3,3,432.0,2
780089658,36,0,1,1,0,1,93040.0,0,0,0,0,0,1,0,3,3,3,422.1,2
780094008,55,0,2,5,3,1,197370.0,0,0,0,1,0,1,1,0,1,3,469.35,1
780095808,43,0,3,1,3,1,89550.0,1,255000,1,1,1,1,1,3,1,2,257.0,4
780097533,48,0,3,5,3,1,150850.0,0,0,0,0,0,1,1,1,0,2,712.0,1
780100533,46,0,2,2,3,1,129330.0,0,0,0,0,0,1,1,2,1,1,598.0,1
780105483,65,1,1,4,0,1,22660.0,0,0,0,1,0,1,0,0,1,1,520.2,0
780106908,53,0,1,3,0,1,128340.0,0,0,0,0,0,1,0,3,0,2,307.8,2
780108408,52,0,2,2,2,1,143550.0,1,775000,0,1,0,1,0,3,3,0,763.0,2
780114558,50,0,2,3,1,1,36080.0,1,1254000,0,0,0,1,1,1,1,1,674.0,1
780118158,27,0,1,2,0,1,34580.0,1,1566000,1,0,0,1,1,2,0,1,613.8,4
780126033,50,0,2,1,4,1,65910.0,0,0,0,0,0,1,0,1,1,2,442.0,2
780143283,43,1,2,2,3,1,64629.99999999999,0,0,0,1,0,1,1,1,2,1,383.0,1
780146658,40,1,2,5,2,1,61240.0,1,163000,0,0,0,1,1,0,1,1,300.0,3
780168333,39,0,2,2,4,1,181820.0,1,345000,0,1,1,1,0,2,2,1,596.0,2
780180033,31,1,2,2,0,1,19850.0,0,0,0,0,0,1,0,3,3,0,318.0,0
780197133,40,0,1,2,1,1,92390.0,0,0,0,0,0,1,1,2,1,1,360.0,1
780198258,46,0,1,1,1,1,182100.0,0,0,0,0,0,1,1,3,0,1,299.7,1
780199233,33,0,1,5,0,1,172220.0,0,0,0,0,0,1,0,1,0,1,402.57,2
780200208,39,1,1,2,0,1,103110.0,1,878000,1,0,0,1,1,3,0,1,574.2,4
780201633,41,1,1,2,0,1,62860.0,0,0,0,1,1,1,0,2,2,1,360.0,0
780202908,53,1,1,2,0,1,21060.0,0,0,0,1,0,1,1,1,2,3,516.6,1
780203883,43,1,3,5,3,1,98620.0,0,0,0,1,1,1,1,0,1,2,503.0,3
